concept:name,lifecycle:transition,org:resource,time:timestamp,Program,Course code,Grade,case:concept:name,case:variant,case:variant-index,case:creator
2132,complete,"Softwareteknologi, ingeniør bach.",2019-02-11 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2132,7,STNR000008,Variant 276,276,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2019-02-15 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,0,STNR000008,Variant 276,276,Fluxicon Disco
2148,complete,"Softwareteknologi, ingeniør bach.",2019-02-16 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2148,7,STNR000008,Variant 276,276,Fluxicon Disco
2170,complete,"Softwareteknologi, ingeniør bach.",2019-06-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2170,12,STNR000008,Variant 276,276,Fluxicon Disco
2141,complete,"Softwareteknologi, ingeniør bach.",2019-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2141,4,STNR000008,Variant 276,276,Fluxicon Disco
10020,complete,"Softwareteknologi, ingeniør bach.",2019-06-26 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",10020,7,STNR000008,Variant 276,276,Fluxicon Disco
2122,complete,"Softwareteknologi, ingeniør bach.",2019-06-28 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2122,12,STNR000008,Variant 276,276,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2019-07-01 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,4,STNR000008,Variant 276,276,Fluxicon Disco
2110,complete,"Softwareteknologi, ingeniør bach.",2019-12-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2110,4,STNR000008,Variant 276,276,Fluxicon Disco
2159,complete,"Softwareteknologi, ingeniør bach.",2020-01-13 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2159,12,STNR000008,Variant 276,276,Fluxicon Disco
2158,complete,"Softwareteknologi, ingeniør bach.",2020-01-23 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2158,4,STNR000008,Variant 276,276,Fluxicon Disco
88383,complete,"Softwareteknologi, ingeniør bach.",2020-01-24 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",88383,BE,STNR000008,Variant 276,276,Fluxicon Disco
2239,complete,"Softwareteknologi, ingeniør bach.",2020-02-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2239,12,STNR000008,Variant 276,276,Fluxicon Disco
2267,complete,"Softwareteknologi, ingeniør bach.",2020-02-14 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2267,7,STNR000008,Variant 276,276,Fluxicon Disco
2247,complete,"Softwareteknologi, ingeniør bach.",2020-05-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2247,7,STNR000008,Variant 276,276,Fluxicon Disco
26027,complete,"Softwareteknologi, ingeniør bach.",2020-06-11 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",26027,7,STNR000008,Variant 276,276,Fluxicon Disco
42610,complete,"Softwareteknologi, ingeniør bach.",2020-06-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42610,BE,STNR000008,Variant 276,276,Fluxicon Disco
B01-15,complete,"Softwareteknologi, ingeniør bach.",2020-06-25 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",B01-15,12,STNR000008,Variant 276,276,Fluxicon Disco
2393,complete,"Informationsteknologi, cand.polyt.",2020-12-21 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2393,BE,STNR000008,Variant 276,276,Fluxicon Disco
42490,complete,"Informationsteknologi, cand.polyt.",2021-01-18 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42490,10,STNR000008,Variant 276,276,Fluxicon Disco
2162,complete,"Informationsteknologi, cand.polyt.",2021-03-14 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2162,7,STNR000008,Variant 276,276,Fluxicon Disco
2268,complete,"Informationsteknologi, cand.polyt.",2021-05-21 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2268,10,STNR000008,Variant 276,276,Fluxicon Disco
2221,complete,"Informationsteknologi, cand.polyt.",2021-05-31 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2221,10,STNR000008,Variant 276,276,Fluxicon Disco
2291,complete,"Informationsteknologi, cand.polyt.",2021-06-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2291,12,STNR000008,Variant 276,276,Fluxicon Disco
42429,complete,"Informationsteknologi, cand.polyt.",2021-09-13 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42429,10,STNR000008,Variant 276,276,Fluxicon Disco
End,complete,End,2021-09-13 00:00:00+00:00,End,End,End,STNR000008,Variant 276,276,Fluxicon Disco
Start,complete,Start,2017-12-22 00:00:00+00:00,Start,Start,Start,STNR000009,Variant 277,277,Fluxicon Disco
2101,complete,"Softwareteknologi, ingeniør bach.",2017-12-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2101,10,STNR000009,Variant 277,277,Fluxicon Disco
2121,complete,"Softwareteknologi, ingeniør bach.",2018-01-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2121,7,STNR000009,Variant 277,277,Fluxicon Disco
1017,complete,"Softwareteknologi, ingeniør bach.",2018-01-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",1017,2,STNR000009,Variant 277,277,Fluxicon Disco
2402,complete,"Softwareteknologi, ingeniør bach.",2018-05-29 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2402,7,STNR000009,Variant 277,277,Fluxicon Disco
2161,complete,"Softwareteknologi, ingeniør bach.",2018-06-15 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2161,10,STNR000009,Variant 277,277,Fluxicon Disco
2105,complete,"Softwareteknologi, ingeniør bach.",2018-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2105,7,STNR000009,Variant 277,277,Fluxicon Disco
2128,complete,"Softwareteknologi, ingeniør bach.",2018-06-21 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2128,BE,STNR000009,Variant 277,277,Fluxicon Disco
1005,complete,"Softwareteknologi, ingeniør bach.",2018-06-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",1005,10,STNR000009,Variant 277,277,Fluxicon Disco
2450,complete,"Softwareteknologi, ingeniør bach.",2019-01-09 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2450,4,STNR000009,Variant 277,277,Fluxicon Disco
2132,complete,"Softwareteknologi, ingeniør bach.",2019-02-11 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2132,7,STNR000009,Variant 277,277,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2019-02-15 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,0,STNR000009,Variant 277,277,Fluxicon Disco
2148,complete,"Softwareteknologi, ingeniør bach.",2019-02-16 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2148,7,STNR000009,Variant 277,277,Fluxicon Disco
2170,complete,"Softwareteknologi, ingeniør bach.",2019-06-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2170,10,STNR000009,Variant 277,277,Fluxicon Disco
2141,complete,"Softwareteknologi, ingeniør bach.",2019-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2141,7,STNR000009,Variant 277,277,Fluxicon Disco
10020,complete,"Softwareteknologi, ingeniør bach.",2019-06-26 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",10020,4,STNR000009,Variant 277,277,Fluxicon Disco
2122,complete,"Softwareteknologi, ingeniør bach.",2019-06-28 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2122,12,STNR000009,Variant 277,277,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2019-07-01 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,4,STNR000009,Variant 277,277,Fluxicon Disco
2110,complete,"Softwareteknologi, ingeniør bach.",2019-12-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2110,0,STNR000009,Variant 277,277,Fluxicon Disco
2159,complete,"Softwareteknologi, ingeniør bach.",2020-01-13 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2159,10,STNR000009,Variant 277,277,Fluxicon Disco
2158,complete,"Softwareteknologi, ingeniør bach.",2020-01-23 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2158,4,STNR000009,Variant 277,277,Fluxicon Disco
88383,complete,"Softwareteknologi, ingeniør bach.",2020-01-24 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",88383,BE,STNR000009,Variant 277,277,Fluxicon Disco
2239,complete,"Softwareteknologi, ingeniør bach.",2020-02-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2239,12,STNR000009,Variant 277,277,Fluxicon Disco
2267,complete,"Softwareteknologi, ingeniør bach.",2020-02-14 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2267,7,STNR000009,Variant 277,277,Fluxicon Disco
2110,complete,"Softwareteknologi, ingeniør bach.",2020-05-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2110,4,STNR000009,Variant 277,277,Fluxicon Disco
2247,complete,"Softwareteknologi, ingeniør bach.",2020-05-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2247,7,STNR000009,Variant 277,277,Fluxicon Disco
26027,complete,"Softwareteknologi, ingeniør bach.",2020-06-11 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",26027,7,STNR000009,Variant 277,277,Fluxicon Disco
42610,complete,"Softwareteknologi, ingeniør bach.",2020-06-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42610,BE,STNR000009,Variant 277,277,Fluxicon Disco
B01-15,complete,"Softwareteknologi, ingeniør bach.",2020-06-25 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",B01-15,12,STNR000009,Variant 277,277,Fluxicon Disco
2393,complete,"Informationsteknologi, cand.polyt.",2020-12-21 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2393,BE,STNR000009,Variant 277,277,Fluxicon Disco
42490,complete,"Informationsteknologi, cand.polyt.",2021-01-18 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42490,10,STNR000009,Variant 277,277,Fluxicon Disco
2162,complete,"Informationsteknologi, cand.polyt.",2021-03-14 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2162,7,STNR000009,Variant 277,277,Fluxicon Disco
2268,complete,"Informationsteknologi, cand.polyt.",2021-05-21 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2268,7,STNR000009,Variant 277,277,Fluxicon Disco
2221,complete,"Informationsteknologi, cand.polyt.",2021-05-31 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2221,7,STNR000009,Variant 277,277,Fluxicon Disco
2291,complete,"Informationsteknologi, cand.polyt.",2021-06-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2291,12,STNR000009,Variant 277,277,Fluxicon Disco
42429,complete,"Informationsteknologi, cand.polyt.",2021-09-13 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42429,10,STNR000009,Variant 277,277,Fluxicon Disco
End,complete,End,2021-09-13 00:00:00+00:00,End,End,End,STNR000009,Variant 277,277,Fluxicon Disco
Start,complete,Start,2017-12-22 00:00:00+00:00,Start,Start,Start,STNR000010,Variant 278,278,Fluxicon Disco
2101,complete,"Softwareteknologi, ingeniør bach.",2017-12-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2101,10,STNR000010,Variant 278,278,Fluxicon Disco
2121,complete,"Softwareteknologi, ingeniør bach.",2018-01-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2121,12,STNR000010,Variant 278,278,Fluxicon Disco
1017,complete,"Softwareteknologi, ingeniør bach.",2018-01-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",1017,4,STNR000010,Variant 278,278,Fluxicon Disco
2161,complete,"Softwareteknologi, ingeniør bach.",2018-06-15 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2161,7,STNR000010,Variant 278,278,Fluxicon Disco
2105,complete,"Softwareteknologi, ingeniør bach.",2018-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2105,4,STNR000010,Variant 278,278,Fluxicon Disco
1005,complete,"Softwareteknologi, ingeniør bach.",2018-06-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",1005,10,STNR000010,Variant 278,278,Fluxicon Disco
2633,complete,"Softwareteknologi, ingeniør bach.",2018-07-10 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2633,7,STNR000010,Variant 278,278,Fluxicon Disco
26027,complete,"Softwareteknologi, ingeniør bach.",2018-09-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",26027,EM,STNR000010,Variant 278,278,Fluxicon Disco
26028,complete,"Softwareteknologi, ingeniør bach.",2018-12-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",26028,2,STNR000010,Variant 278,278,Fluxicon Disco
2132,complete,"Softwareteknologi, ingeniør bach.",2019-02-11 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2132,7,STNR000010,Variant 278,278,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2019-02-15 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,4,STNR000010,Variant 278,278,Fluxicon Disco
2148,complete,"Softwareteknologi, ingeniør bach.",2019-02-16 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2148,10,STNR000010,Variant 278,278,Fluxicon Disco
2141,complete,"Softwareteknologi, ingeniør bach.",2019-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2141,4,STNR000010,Variant 278,278,Fluxicon Disco
10020,complete,"Softwareteknologi, ingeniør bach.",2019-06-26 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",10020,EM,STNR000010,Variant 278,278,Fluxicon Disco
2122,complete,"Softwareteknologi, ingeniør bach.",2019-06-28 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2122,12,STNR000010,Variant 278,278,Fluxicon Disco
42611,complete,"Softwareteknologi, ingeniør bach.",2020-02-27 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42611,10,STNR000010,Variant 278,278,Fluxicon Disco
10020,complete,"Softwareteknologi, ingeniør bach.",2020-06-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",10020,10,STNR000010,Variant 278,278,Fluxicon Disco
2180,complete,"Softwareteknologi, ingeniør bach.",2020-07-01 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2180,12,STNR000010,Variant 278,278,Fluxicon Disco
88383,complete,"Softwareteknologi, ingeniør bach.",2020-07-01 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",88383,BE,STNR000010,Variant 278,278,Fluxicon Disco
42101,complete,"Softwareteknologi, ingeniør bach.",2020-07-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42101,EM,STNR000010,Variant 278,278,Fluxicon Disco
42101,complete,"Softwareteknologi, ingeniør bach.",2020-09-03 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42101,12,STNR000010,Variant 278,278,Fluxicon Disco
2159,complete,"Softwareteknologi, ingeniør bach.",2021-01-14 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2159,7,STNR000010,Variant 278,278,Fluxicon Disco
B01-20,complete,"Softwareteknologi, ingeniør bach.",2021-01-27 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",B01-20,12,STNR000010,Variant 278,278,Fluxicon Disco
42430,complete,"Softwareteknologi, ingeniør bach.",2021-02-12 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42430,12,STNR000010,Variant 278,278,Fluxicon Disco
2221,complete,"Informationsteknologi, cand.polyt.",2021-05-31 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2221,EM,STNR000010,Variant 278,278,Fluxicon Disco
2291,complete,"Informationsteknologi, cand.polyt.",2021-06-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2291,12,STNR000010,Variant 278,278,Fluxicon Disco
2285,complete,"Informationsteknologi, cand.polyt.",2021-06-30 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2285,10,STNR000010,Variant 278,278,Fluxicon Disco
2221,complete,"Informationsteknologi, cand.polyt.",2021-08-13 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2221,12,STNR000010,Variant 278,278,Fluxicon Disco
End,complete,End,2021-08-13 00:00:00+00:00,End,End,End,STNR000010,Variant 278,278,Fluxicon Disco
Start,complete,Start,2017-09-18 00:00:00+00:00,Start,Start,Start,STNR000027,Variant 295,295,Fluxicon Disco
1035,complete,"Softwareteknologi, ing.prof.bach.",2017-09-18 00:00:00+00:00,"Softwareteknologi, ing.prof.bach.",1035,0,STNR000027,Variant 295,295,Fluxicon Disco
1035,complete,"Softwareteknologi, ing.prof.bach.",2018-01-10 00:00:00+00:00,"Softwareteknologi, ing.prof.bach.",1035,4,STNR000027,Variant 295,295,Fluxicon Disco
42435,complete,"Informationsteknologi, cand.polyt.",2018-01-15 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42435,10,STNR000027,Variant 295,295,Fluxicon Disco
2267,complete,"Informationsteknologi, cand.polyt.",2018-01-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2267,10,STNR000027,Variant 295,295,Fluxicon Disco
2282,complete,"Informationsteknologi, cand.polyt.",2018-05-16 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2282,EM,STNR000027,Variant 295,295,Fluxicon Disco
2281,complete,"Informationsteknologi, cand.polyt.",2018-05-22 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2281,EM,STNR000027,Variant 295,295,Fluxicon Disco
2291,complete,"Informationsteknologi, cand.polyt.",2018-05-30 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2291,12,STNR000027,Variant 295,295,Fluxicon Disco
2220,complete,"Informationsteknologi, cand.polyt.",2018-06-08 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2220,4,STNR000027,Variant 295,295,Fluxicon Disco
2238,complete,"Informationsteknologi, cand.polyt.",2018-07-23 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2238,7,STNR000027,Variant 295,295,Fluxicon Disco
2282,complete,"Informationsteknologi, cand.polyt.",2018-08-16 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2282,EM,STNR000027,Variant 295,295,Fluxicon Disco
2281,complete,"Informationsteknologi, cand.polyt.",2018-08-22 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2281,EM,STNR000027,Variant 295,295,Fluxicon Disco
2242,complete,"Informationsteknologi, cand.polyt.",2018-12-12 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2242,EM,STNR000027,Variant 295,295,Fluxicon Disco
2242,complete,"Informationsteknologi, cand.polyt.",2018-12-12 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2242,EM,STNR000027,Variant 295,295,Fluxicon Disco
2287,complete,"Informationsteknologi, cand.polyt.",2018-12-14 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2287,2,STNR000027,Variant 295,295,Fluxicon Disco
2287,complete,"Informationsteknologi, cand.polyt.",2018-12-14 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2287,2,STNR000027,Variant 295,295,Fluxicon Disco
2249,complete,"Informationsteknologi, cand.polyt.",2019-01-14 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2249,0,STNR000027,Variant 295,295,Fluxicon Disco
2232,complete,"Informationsteknologi, cand.polyt.",2019-02-17 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2232,12,STNR000027,Variant 295,295,Fluxicon Disco
2268,complete,"Informationsteknologi, cand.polyt.",2019-05-07 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2268,10,STNR000027,Variant 295,295,Fluxicon Disco
2282,complete,"Informationsteknologi, cand.polyt.",2019-05-21 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2282,4,STNR000027,Variant 295,295,Fluxicon Disco
2249,complete,"Informationsteknologi, cand.polyt.",2019-05-22 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2249,4,STNR000027,Variant 295,295,Fluxicon Disco
2285,complete,"Informationsteknologi, cand.polyt.",2019-07-07 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2285,4,STNR000027,Variant 295,295,Fluxicon Disco
2224,complete,"Informationsteknologi, cand.polyt.",2019-07-09 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2224,7,STNR000027,Variant 295,295,Fluxicon Disco
S01-05-1,complete,"Informationsteknologi, cand.polyt.",2019-09-02 00:00:00+00:00,"Informationsteknologi, cand.polyt.",S01-05-1,BE,STNR000027,Variant 295,295,Fluxicon Disco
2289,complete,"Informationsteknologi, cand.polyt.",2019-12-11 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2289,0,STNR000027,Variant 295,295,Fluxicon Disco
2242,complete,"Informationsteknologi, cand.polyt.",2019-12-16 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2242,7,STNR000027,Variant 295,295,Fluxicon Disco
2242,complete,"Informationsteknologi, cand.polyt.",2019-12-16 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2242,7,STNR000027,Variant 295,295,Fluxicon Disco
88383,complete,"Informationsteknologi, cand.polyt.",2020-01-24 00:00:00+00:00,"Informationsteknologi, cand.polyt.",88383,BE,STNR000027,Variant 295,295,Fluxicon Disco
2289,complete,"Informationsteknologi, cand.polyt.",2020-05-28 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2289,0,STNR000027,Variant 295,295,Fluxicon Disco
E01-30,complete,"Informationsteknologi, cand.polyt.",2020-06-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",E01-30,4,STNR000027,Variant 295,295,Fluxicon Disco
2289,complete,"Informationsteknologi, cand.polyt.",2020-09-11 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2289,2,STNR000027,Variant 295,295,Fluxicon Disco
End,complete,End,2020-09-11 00:00:00+00:00,End,End,End,STNR000027,Variant 295,295,Fluxicon Disco
Start,complete,Start,2017-12-20 00:00:00+00:00,Start,Start,Start,STNR000033,Variant 301,301,Fluxicon Disco
2110,complete,"Softwareteknologi, ingeniør bach.",2017-12-20 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2110,4,STNR000033,Variant 301,301,Fluxicon Disco
2450,complete,"Softwareteknologi, ingeniør bach.",2018-01-09 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2450,10,STNR000033,Variant 301,301,Fluxicon Disco
2157,complete,"Softwareteknologi, ingeniør bach.",2018-02-05 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2157,7,STNR000033,Variant 301,301,Fluxicon Disco
2132,complete,"Softwareteknologi, ingeniør bach.",2018-02-07 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2132,10,STNR000033,Variant 301,301,Fluxicon Disco
2148,complete,"Softwareteknologi, ingeniør bach.",2018-02-08 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2148,12,STNR000033,Variant 301,301,Fluxicon Disco
1410,complete,"Softwareteknologi, ingeniør bach.",2018-05-17 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",1410,7,STNR000033,Variant 301,301,Fluxicon Disco
2141,complete,"Softwareteknologi, ingeniør bach.",2018-06-19 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2141,7,STNR000033,Variant 301,301,Fluxicon Disco
2122,complete,"Softwareteknologi, ingeniør bach.",2018-06-21 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2122,10,STNR000033,Variant 301,301,Fluxicon Disco
10020,complete,"Softwareteknologi, ingeniør bach.",2018-06-22 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",10020,7,STNR000033,Variant 301,301,Fluxicon Disco
88383,complete,"Softwareteknologi, ingeniør bach.",2019-01-25 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",88383,BE,STNR000033,Variant 301,301,Fluxicon Disco
B01-15,complete,"Softwareteknologi, ingeniør bach.",2019-05-24 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",B01-15,12,STNR000033,Variant 301,301,Fluxicon Disco
42610,complete,"Softwareteknologi, ingeniør bach.",2019-07-02 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",42610,12,STNR000033,Variant 301,301,Fluxicon Disco
26028,complete,"Softwareteknologi, ingeniør bach.",2019-12-16 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",26028,7,STNR000033,Variant 301,301,Fluxicon Disco
2159,complete,"Softwareteknologi, ingeniør bach.",2020-01-13 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2159,10,STNR000033,Variant 301,301,Fluxicon Disco
2156,complete,"Softwareteknologi, ingeniør bach.",2020-01-23 00:00:00+00:00,"Softwareteknologi, ingeniør bach.",2156,10,STNR000033,Variant 301,301,Fluxicon Disco
2266,complete,"Informationsteknologi, cand.polyt.",2020-03-08 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2266,12,STNR000033,Variant 301,301,Fluxicon Disco
2247,complete,"Informationsteknologi, cand.polyt.",2020-05-19 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2247,10,STNR000033,Variant 301,301,Fluxicon Disco
42634,complete,"Informationsteknologi, cand.polyt.",2020-06-29 00:00:00+00:00,"Informationsteknologi, cand.polyt.",42634,7,STNR000033,Variant 301,301,Fluxicon Disco
2285,complete,"Informationsteknologi, cand.polyt.",2020-07-05 00:00:00+00:00,"Informationsteknologi, cand.polyt.",2285,12,STNR000033,Variant 301,301,Fluxicon Disco
