STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR003499,"Matematik og teknologi, ingeniør bach.",1666,01666 Fagprojekt - Bachelor i Matematik og Teknologi,12,bestået/ikke bestået,10.0,Skriftlig,intern censur,2021-06-25
STNR003499,"Matematik og teknologi, ingeniør bach.",2403,02403 Introduktion til matematisk statistik,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-03
STNR003499,"Matematik og teknologi, ingeniør bach.",2405,02405 Sandsynlighedsregning,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-14
STNR003499,"Matematik og teknologi, ingeniør bach.",2502,02502 Billedanalyse,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-21
STNR003499,"Matematik og teknologi, ingeniør bach.",2525,02525 Introduktion til matematik og teknologi,10,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2020-03-01
STNR003499,"Matematik og teknologi, ingeniør bach.",2526,02526 Matematisk modellering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-06-21
STNR003499,"Matematik og teknologi, ingeniør bach.",2601,02601 Introduktion til numeriske algoritmer,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR003499,"Matematik og teknologi, ingeniør bach.",2635,02635 Programmering af matematisk software,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-14
STNR003499,"Matematik og teknologi, ingeniør bach.",10022,10022 Fysik 1,12,7-trinsskala,10.0,Skriftlig,intern censur,2020-06-17
STNR003499,"Matematik og teknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,12,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003499,"Matematik og teknologi, ingeniør bach.",42101,42101 Introduktion til operationsanalyse,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-21
STNR003499,"Matematik og teknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-05-27
STNR003500,"Matematik og teknologi, ingeniør bach.",1005,01005 Matematik 1,12,7-trinsskala,20.0,Skriftlig,ekstern censur,2020-06-22
STNR003500,"Matematik og teknologi, ingeniør bach.",1017,01017 Diskret matematik,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR003500,"Matematik og teknologi, ingeniør bach.",1018,01018 Diskret Matematik 2: Algebra,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-28
STNR003500,"Matematik og teknologi, ingeniør bach.",1025,01025 Matematik 2 for Matematik og Teknologi,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-07
STNR003500,"Matematik og teknologi, ingeniør bach.",1125,01125 Topologiske grundbegreber og metriske rum,7,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-02
STNR003500,"Matematik og teknologi, ingeniør bach.",1325,01325 Funktionsrum og matematisk analyse,7,7-trinsskala,5.0,Skriftlig,intern censur,2021-06-11
STNR003500,"Matematik og teknologi, ingeniør bach.",1666,01666 Fagprojekt - Bachelor i Matematik og Teknologi,12,bestået/ikke bestået,10.0,Skriftlig,intern censur,2021-06-25
STNR003500,"Matematik og teknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-14
STNR003500,"Matematik og teknologi, ingeniør bach.",2403,02403 Introduktion til matematisk statistik,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-03
STNR003500,"Matematik og teknologi, ingeniør bach.",2405,02405 Sandsynlighedsregning,0,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-14
STNR003500,"Matematik og teknologi, ingeniør bach.",2405,02405 Sandsynlighedsregning,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-01
STNR003500,"Matematik og teknologi, ingeniør bach.",2450,02450 Introduktion til machine learning og data mining,BE,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-21
STNR003500,"Matematik og teknologi, ingeniør bach.",2502,02502 Billedanalyse,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-21
STNR003500,"Matematik og teknologi, ingeniør bach.",2525,02525 Introduktion til matematik og teknologi,7,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2020-03-01
STNR003500,"Matematik og teknologi, ingeniør bach.",2526,02526 Matematisk modellering,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-06-21
STNR003500,"Matematik og teknologi, ingeniør bach.",2601,02601 Introduktion til numeriske algoritmer,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR003500,"Matematik og teknologi, ingeniør bach.",2635,02635 Programmering af matematisk software,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-14
STNR003500,"Matematik og teknologi, ingeniør bach.",10022,10022 Fysik 1,12,7-trinsskala,10.0,Skriftlig,intern censur,2020-06-17
STNR003500,"Matematik og teknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,4,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003500,"Matematik og teknologi, ingeniør bach.",42101,42101 Introduktion til operationsanalyse,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-21
STNR003500,"Matematik og teknologi, ingeniør bach.",42611,42611 Ingeniørfagets videnskabsteori (august),BE,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-09-04
STNR003500,"Matematik og teknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-05-27
STNR003500,"Matematik og teknologi, ingeniør bach.",S01-05-2,Specialkursus ved Institut for Matematik og Computer Science,12,7-trinsskala,5.0,Projekt,intern censur,2021-09-19
STNR003501,"Matematik og teknologi, ingeniør bach.",1005,01005 Matematik 1,12,7-trinsskala,20.0,Skriftlig,ekstern censur,2020-06-22
STNR003501,"Matematik og teknologi, ingeniør bach.",1017,01017 Diskret matematik,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR003501,"Matematik og teknologi, ingeniør bach.",1018,01018 Diskret Matematik 2: Algebra,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-28
STNR003501,"Matematik og teknologi, ingeniør bach.",1025,01025 Matematik 2 for Matematik og Teknologi,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-07
STNR003501,"Matematik og teknologi, ingeniør bach.",1125,01125 Topologiske grundbegreber og metriske rum,12,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-02
STNR003501,"Matematik og teknologi, ingeniør bach.",1227,01227 Grafteori,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-05-26
STNR003501,"Matematik og teknologi, ingeniør bach.",1410,01410 Kryptologi 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-01
STNR003501,"Matematik og teknologi, ingeniør bach.",1666,01666 Fagprojekt - Bachelor i Matematik og Teknologi,12,bestået/ikke bestået,10.0,Skriftlig,intern censur,2021-06-25
STNR003501,"Matematik og teknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-14
STNR003501,"Matematik og teknologi, ingeniør bach.",2403,02403 Introduktion til matematisk statistik,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-03
STNR003501,"Matematik og teknologi, ingeniør bach.",2502,02502 Billedanalyse,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-21
STNR003501,"Matematik og teknologi, ingeniør bach.",2525,02525 Introduktion til matematik og teknologi,12,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2020-03-01
STNR003501,"Matematik og teknologi, ingeniør bach.",2526,02526 Matematisk modellering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-06-21
STNR003501,"Matematik og teknologi, ingeniør bach.",2601,02601 Introduktion til numeriske algoritmer,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-01-14
STNR003501,"Matematik og teknologi, ingeniør bach.",2635,02635 Programmering af matematisk software,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-14
STNR003501,"Matematik og teknologi, ingeniør bach.",10022,10022 Fysik 1,12,7-trinsskala,10.0,Skriftlig,intern censur,2020-06-17
STNR003501,"Matematik og teknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,12,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003501,"Matematik og teknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-05-27
STNR003502,"Matematik og teknologi, ingeniør bach.",1005,01005 Matematik 1,12,7-trinsskala,20.0,Skriftlig,ekstern censur,2020-06-22
STNR003502,"Matematik og teknologi, ingeniør bach.",1017,01017 Diskret matematik,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR003502,"Matematik og teknologi, ingeniør bach.",1025,01025 Matematik 2 for Matematik og Teknologi,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-07
STNR003502,"Matematik og teknologi, ingeniør bach.",1125,01125 Topologiske grundbegreber og metriske rum,12,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-02
STNR003502,"Matematik og teknologi, ingeniør bach.",1666,01666 Fagprojekt - Bachelor i Matematik og Teknologi,12,bestået/ikke bestået,10.0,Skriftlig,intern censur,2021-06-25
STNR003502,"Matematik og teknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-14
STNR003502,"Matematik og teknologi, ingeniør bach.",2403,02403 Introduktion til matematisk statistik,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-03
STNR003502,"Matematik og teknologi, ingeniør bach.",2450,02450 Introduktion til machine learning og data mining,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-07
STNR003502,"Matematik og teknologi, ingeniør bach.",2502,02502 Billedanalyse,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-21
STNR003502,"Matematik og teknologi, ingeniør bach.",2525,02525 Introduktion til matematik og teknologi,7,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2020-03-01
STNR003502,"Matematik og teknologi, ingeniør bach.",2526,02526 Matematisk modellering,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-06-21
STNR003502,"Matematik og teknologi, ingeniør bach.",2601,02601 Introduktion til numeriske algoritmer,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-01-14
STNR003502,"Matematik og teknologi, ingeniør bach.",2635,02635 Programmering af matematisk software,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-14
STNR003502,"Matematik og teknologi, ingeniør bach.",10022,10022 Fysik 1,7,7-trinsskala,10.0,Skriftlig,intern censur,2020-06-17
STNR003502,"Matematik og teknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,7,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003502,"Matematik og teknologi, ingeniør bach.",42101,42101 Introduktion til operationsanalyse,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-21
STNR003502,"Matematik og teknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-05-27
STNR003503,"Matematik og teknologi, ingeniør bach.",1005,01005 Matematik 1,10,7-trinsskala,20.0,Skriftlig,ekstern censur,2020-06-22
STNR003503,"Matematik og teknologi, ingeniør bach.",1017,01017 Diskret matematik,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR003503,"Matematik og teknologi, ingeniør bach.",1018,01018 Diskret Matematik 2: Algebra,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-28
STNR003503,"Matematik og teknologi, ingeniør bach.",1025,01025 Matematik 2 for Matematik og Teknologi,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-07
STNR003503,"Matematik og teknologi, ingeniør bach.",1125,01125 Topologiske grundbegreber og metriske rum,4,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-02
STNR003503,"Matematik og teknologi, ingeniør bach.",1325,01325 Funktionsrum og matematisk analyse,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-06-11
STNR003503,"Matematik og teknologi, ingeniør bach.",1666,01666 Fagprojekt - Bachelor i Matematik og Teknologi,12,bestået/ikke bestået,10.0,Skriftlig,intern censur,2021-06-25
STNR003503,"Matematik og teknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-14
STNR003503,"Matematik og teknologi, ingeniør bach.",2403,02403 Introduktion til matematisk statistik,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-03
STNR003503,"Matematik og teknologi, ingeniør bach.",2450,02450 Introduktion til machine learning og data mining,BE,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-01-21
STNR003503,"Matematik og teknologi, ingeniør bach.",2502,02502 Billedanalyse,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-21
STNR003503,"Matematik og teknologi, ingeniør bach.",2525,02525 Introduktion til matematik og teknologi,7,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2020-03-01
STNR003503,"Matematik og teknologi, ingeniør bach.",2526,02526 Matematisk modellering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-06-21
STNR003503,"Matematik og teknologi, ingeniør bach.",2601,02601 Introduktion til numeriske algoritmer,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR003503,"Matematik og teknologi, ingeniør bach.",2635,02635 Programmering af matematisk software,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-14
STNR003503,"Matematik og teknologi, ingeniør bach.",10022,10022 Fysik 1,10,7-trinsskala,10.0,Skriftlig,intern censur,2020-06-17
STNR003503,"Matematik og teknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,7,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003503,"Matematik og teknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-05-27
STNR003505,"Geofysik og rumteknologi, ing.bach.",2633,02633 Introduktion til programmering og databehandling,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-10
STNR003505,"Geofysik og rumteknologi, ing.bach.",10033,10033 Mekanik og fysisk modellering,-3,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-12
STNR003505,"Geofysik og rumteknologi, ing.bach.",10034,10034 Termodynamik og statistisk fysik,EM,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-06-14
STNR003505,"Geofysik og rumteknologi, ing.bach.",26027,26027 Grundlæggende kemi,EM,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2018-06-04
STNR003505,"Geofysik og rumteknologi, ing.bach.",30100,30100 Ingeniørarbejde - geofysik og rumteknologi,BE,bestået/ikke bestået,10.0,Afløsningsopgave,intern censur,2018-01-19
STNR003505,"Geofysik og rumteknologi, ing.bach.",30120-1,30120 Astrofysik,EM,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-05-22
STNR003506,"Geofysik og rumteknologi, ing.bach.",1005,01005 Matematik 1,10,7-trinsskala,20.0,Skriftlig,ekstern censur,2018-06-22
STNR003506,"Geofysik og rumteknologi, ing.bach.",2633,02633 Introduktion til programmering og databehandling,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-10
STNR003506,"Geofysik og rumteknologi, ing.bach.",10033,10033 Mekanik og fysisk modellering,4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-12
STNR003506,"Geofysik og rumteknologi, ing.bach.",10034,10034 Termodynamik og statistisk fysik,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-06-14
STNR003506,"Geofysik og rumteknologi, ing.bach.",26027,26027 Grundlæggende kemi,4,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2018-06-04
STNR003506,"Geofysik og rumteknologi, ing.bach.",30100,30100 Ingeniørarbejde - geofysik og rumteknologi,BE,bestået/ikke bestået,10.0,Afløsningsopgave,intern censur,2018-01-19
STNR003506,"Geofysik og rumteknologi, ing.bach.",30120-1,30120 Astrofysik,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-05-22
STNR003507,"Geofysik og rumteknologi, ing.bach.",1005,01005 Matematik 1,IB,7-trinsskala,20.0,Skriftlig,ekstern censur,2018-06-22
STNR003507,"Geofysik og rumteknologi, ing.bach.",1005,01005 Matematik 1,-3,7-trinsskala,20.0,Skriftlig,ekstern censur,2019-06-20
STNR003507,"Geofysik og rumteknologi, ing.bach.",1005,01005 Matematik 1,IB,7-trinsskala,20.0,Skriftlig,ekstern censur,2018-09-14
STNR003507,"Geofysik og rumteknologi, ing.bach.",2633,02633 Introduktion til programmering og databehandling,EM,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-10
STNR003507,"Geofysik og rumteknologi, ing.bach.",10033,10033 Mekanik og fysisk modellering,2,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-12
STNR003507,"Geofysik og rumteknologi, ing.bach.",10034,10034 Termodynamik og statistisk fysik,4,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-06-14
STNR003507,"Geofysik og rumteknologi, ing.bach.",26027,26027 Grundlæggende kemi,0,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2018-06-04
STNR003507,"Geofysik og rumteknologi, ing.bach.",26027,26027 Grundlæggende kemi,0,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2018-09-03
STNR003507,"Geofysik og rumteknologi, ing.bach.",30100,30100 Ingeniørarbejde - geofysik og rumteknologi,BE,bestået/ikke bestået,10.0,Afløsningsopgave,intern censur,2018-01-19
STNR003507,"Geofysik og rumteknologi, ing.bach.",30131,30131 Geo- og planetfysik 1,0,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-21
STNR003507,"Geofysik og rumteknologi, ing.bach.",31001,31001 Elektriske kredsløb 1,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-18
STNR003507,"Geofysik og rumteknologi, ing.bach.",30120-1,30120 Astrofysik,2,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-05-22
STNR003512,"Softwareteknologi, ingeniør bach.",1005,01005 Matematik 1,10,7-trinsskala,20.0,Skriftlig,ekstern censur,2018-06-22
STNR003512,"Softwareteknologi, ingeniør bach.",1017,01017 Diskret matematik,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-22
STNR003512,"Softwareteknologi, ingeniør bach.",2101,02101 Indledende programmering,12,7-trinsskala,5.0,Mundtlig,intern censur,2017-12-22
STNR003512,"Softwareteknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-17
STNR003512,"Softwareteknologi, ingeniør bach.",2110,02110 Algoritmer og datastrukturer 2,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-19
STNR003512,"Softwareteknologi, ingeniør bach.",2121,02121 Introduktion til softwareteknologi,7,7-trinsskala,10.0,Skriftlig,intern censur,2018-01-19
STNR003512,"Softwareteknologi, ingeniør bach.",2122,02122 Fagprojekt - Bachelor i Softwareteknologi,10,7-trinsskala,10.0,Skriftlig,intern censur,2019-06-28
STNR003512,"Softwareteknologi, ingeniør bach.",2128,02128 Softwareprojekt,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2018-06-21
STNR003512,"Softwareteknologi, ingeniør bach.",2132,02132 Computersystemer,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-02-11
STNR003512,"Softwareteknologi, ingeniør bach.",2141,02141 Datalogisk modellering,4,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-06-17
STNR003512,"Softwareteknologi, ingeniør bach.",2148,02148 Introduktion til koordinering af fordelte applikationer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-16
STNR003512,"Softwareteknologi, ingeniør bach.",2156,02156 Logiske systemer og logikprogrammering,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-23
STNR003512,"Softwareteknologi, ingeniør bach.",2157,02157 Funktionsprogrammering,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-02-15
STNR003512,"Softwareteknologi, ingeniør bach.",2158,02158 Parallelprogrammering,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-23
STNR003512,"Softwareteknologi, ingeniør bach.",2161,02161 Software Engineering 1,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-15
STNR003512,"Informationsteknologi, cand.polyt.",2162,02162 Software Engineering 2,7,7-trinsskala,10.0,Skriftlig,intern censur,2021-03-14
STNR003512,"Softwareteknologi, ingeniør bach.",2170,02170 Databasesystemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-03
STNR003512,"Softwareteknologi, ingeniør bach.",2180,02180 Introduktion til kunstig intelligens,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-01
STNR003512,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-07-14
STNR003512,"Informationsteknologi, cand.polyt.",2221,02221 Grundlæggende distribuerede systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-05-31
STNR003512,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-06-17
STNR003512,"Softwareteknologi, ingeniør bach.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR003512,"Softwareteknologi, ingeniør bach.",2247,02247 Oversætterkonstruktion,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-05-19
STNR003512,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,12,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-08
STNR003512,"Informationsteknologi, cand.polyt.",2268,02268 Procesorienterede og event-drevne softwaresystemer,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2021-05-21
STNR003512,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,12,7-trinsskala,5.0,Skriftlig,intern censur,2021-06-19
STNR003512,"Informationsteknologi, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2020-12-21
STNR003512,"Softwareteknologi, ingeniør bach.",2402,02402 Introduktion til statistik,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-05-29
STNR003512,"Softwareteknologi, ingeniør bach.",2450,02450 Introduktion til machine learning og data mining,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-09
STNR003512,"Softwareteknologi, ingeniør bach.",2561,02561 Computergrafik,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-20
STNR003512,"Softwareteknologi, ingeniør bach.",10020,10020 Fysik 1,7,7-trinsskala,10.0,Skriftlig,intern censur,2019-06-26
STNR003512,"Softwareteknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,7,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2020-06-11
STNR003512,"Informationsteknologi, cand.polyt.",42429,42429 Projektledelse,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2021-09-13
STNR003512,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2021-01-18
STNR003512,"Softwareteknologi, ingeniør bach.",42611,42611 Ingeniørfagets videnskabsteori (august),7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-27
STNR003512,"Softwareteknologi, ingeniør bach.",B01-15,Institut for Matematik og Computer Science,10,7-trinsskala,15.0,Projekt,ekstern censur,2020-06-19
STNR003513,"Elektroteknologi, ingeniør bach.",1017,01017 Diskret matematik,2,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-22
STNR003513,"Elektroteknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,S,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-06-24
STNR003513,"Elektroteknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,IG,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-17
STNR003513,"Elektroteknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,IG,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-06-22
STNR003513,"Elektroteknologi, ingeniør bach.",2105,02105 Algoritmer og datastrukturer 1,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2021-06-14
STNR003513,"Elektroteknologi, ingeniør bach.",2155,02155 Computerarkitektur,4,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-13
STNR003513,"Elektroteknologi, ingeniør bach.",2161,02161 Software Engineering 1,EM,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-15
STNR003513,"Elektroteknologi, ingeniør bach.",2161,02161 Software Engineering 1,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-07-02
STNR003513,"Elektroteknologi, ingeniør bach.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2017-12-20
STNR003513,"Elektroteknologi, ingeniør bach.",22051,22051 Signaler og lineære systemer i diskret tid,S,7-trinsskala,5.0,Mundtlig,ekstern censur,2019-12-11
STNR003513,"Elektroteknologi, ingeniør bach.",22051,22051 Signaler og lineære systemer i diskret tid,4,7-trinsskala,5.0,Mundtlig,ekstern censur,2020-12-11
STNR003513,"Elektroteknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,EM,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2018-06-04
STNR003513,"Elektroteknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,S,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2019-06-11
STNR003513,"Elektroteknologi, ingeniør bach.",26027,26027 Grundlæggende kemi,4,bestået/ikke bestået,5.0,Afløsningsopgave,intern censur,2021-06-04
STNR003513,"Elektroteknologi, ingeniør bach.",42610,42610 Ingeniørfagets videnskabsteori,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-23
STNR003513,"Elektroteknologi, ingeniør bach.",B31-15,Institut for Elektroteknologi,7,7-trinsskala,15.0,Projekt,ekstern censur,2021-03-05
STNR003513,"Elektroteknologi, ingeniør bach.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2018-02-15
STNR003514,"Softwareteknologi, ingeniør bach.",2156,02156 Logiske systemer og logikprogrammering,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-24
STNR003514,"Softwareteknologi, ingeniør bach.",2157,02157 Funktionsprogrammering,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-02-05
STNR003514,"Softwareteknologi, ingeniør bach.",2158,02158 Parallelprogrammering,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-06
STNR003514,"Menneskeorienteret kunstig intelligens, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR003514,"Menneskeorienteret kunstig intelligens, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2018-12-09
STNR003514,"Menneskeorienteret kunstig intelligens, cand.polyt.",2454,02454 Introduktion til kognitionsvidenskab,4,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-12-22
STNR003514,"Menneskeorienteret kunstig intelligens, cand.polyt.",2456,02456 Dyb læring,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-27
